id;level1;level2;level3;level3a;question;keywords
205;Information;Insurance policies;Accident insurances;Accident insurance for clients of banks and financial companies and personal account holders;Where is the insurance valid?;coverage, accident insurance for bank clients, financial companies, validity
206;Information;Insurance policies;Accident insurance;Personal protection insurance;General information;insurance, personal protection, coverage, packages
207;Information;Insurance policies;Accident insurance;Personal protection insurance;What does the insurance cover?;insurance, personal protection, coverage, packages
208;Information;Insurance policies;Accident insurance;Personal protection insurance;Where is the insurance valid?;insurance, personal protection, validity
209;Information;Insurance policies;Travel insurance;Insurance abroad with medical assistance - travel insurance;What does the insurance cover?;travel insurance, what is covered, coverage, insurance conclusion, medical assistance
210;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance - Tourist insurance;I haven't received or lost the card for Tourist insurance, can I get a new card?;tourist insurance, health assistance, card, loss of cards
211;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance - Tourist insurance;Does insurance cover the treatment costs of Covid-19?;tourist insurance, health assistance, corona, covid 19, coverage, quarantine, costs, treatment
212;Information;Insurance policies;Travel insurance;Foreign insurance with medical assistance - Travel insurance;Does the insurance cover quarantine costs?;travel insurance, medical assistance, corona, covid 19, covid, coverage, quarantine, costs
213;Information;Insurance policies;Travel insurance;Foreign insurance with medical assistance;What does the insurance cover?;foreign insurance, medical assistance, coverage, medical care, costs, abroad
214;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance;What additional coverage can I insure?;additional coverage, foreign insurance, health assistance, sport, competition, sports preparation, abroad
215;Information;Insurance policies;Travel insurance;Insurance abroad with health assistance;What does the insurance not cover?;not covered, not insured, insurance abroad, excludes
216;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance;What are the coverage limitations?;limited coverage, foreign insurance, insurance amount
217;Information;Insurance policies;Travel insurance;Abroad insurance with health assistance;When and how can I pay the first premium amount?;insurance abroad, payment, payment method
218;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance;When does the insurance start and when does it cease to be valid?;period, foreign insurance, insurance start, insurance end, cease to be valid, start to be valid
219;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance;Where is the insurance valid?;where valid, area, region, countries, insurance abroad
220;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance - Tourist insurance;How can I cancel the contract?;contract cancellation, policy termination, tourist insurance, required data
221;Information;Insurance policies;Travel insurance;Abroad insurance with health assistance;How do I make an informative calculation?;abroad insurance, informative calculation, agent, branch, online conclusion
222;Information;Insurance policies;Travel insurance;Abroad insurance with medical assistance;What are my obligations?;abroad insurance, medical assistance, obligations, payment, application, documentation
223;Information;Insurance policies;Travel insurance;Foreign insurance with health assistance;How can I cancel the contract?;Foreign insurance, health assistance, cancellation of contract, termination of contract, insurance termination
224;Information;Insurance policies;Travel insurance;Cancellation insurance for tourist trips;Does insurance cover cancellation costs in case we get sick with Covid-19?;cancellation insurance for tourist trips, Covid 19, illness, corona, coverage, cancellation, costs
225;Information;Insurance policies;Travel insurance;Travel cancellation insurance;Does the insurance cover the costs if the country we are traveling to closes its borders due to an epidemic?;travel cancellation insurance, covid 19, epidemic, closed borders, closed country, coverage, costs
226;Information;Insurance policies;Travel insurance;Travel cancellation insurance;What does the insurance cover?;Travel cancellation insurance, package, coverage, types of packages, combinations, package A, package B
227;Information;Insurance policies;Travel insurance;Cancellation insurance for tourist trips;What does the insurance cover?;Cancellation insurance for tourist trips, scope, tourist services, coverage
228;Information;Insurance policies;Travel insurance;Cancellation insurance for tourist trips;What is the price/premium of the insurance?;Cancellation insurance for tourist trips, price, premium, calculation, amount of insurance premium
229;Information;Insurance policies;Travel insurance;Cancellation of tourist trip insurance;How is the premium calculated?;Cancellation of tourist trip insurance, price, premium, calculation, amount of insurance premium
230;Information;Insurance policies;Travel insurance;Cancellation of tourist trip insurance;Until when can I conclude cancellation of tourist trip insurance?;Cancellation of tourist trip insurance, conclusion, insurance, deadline
231;Information;Insurance policies;Travel insurance;Travel cancellation insurance;How can I take out insurance?;Travel cancellation insurance, conclusion, website, branch, representatives
232;Information;Insurance policies;Life insurance;Revaluation of life insurances;How can I reject the revaluation?;
233;Information;Insurance policies;Life insurance;Life insurance for death cases;What additional coverage can I get?;additional insurance, life insurance, death, in case of death
234;Information;Insurance policies;Life insurance;Life insurance for the event of death;What are the benefits of life insurance for the event of death?;life insurance for the event of death, insurance amount, purpose, payout
235;Information;Insurance policies;Life insurance;Life insurance in case of death;What does insurance without savings mean?;without savings, life insurance in case of death
236;Information;Insurance policies;Life insurance;Mixed life insurance;General information;mixed life insurance, investment life insurance, flex
237;Information;Insurance policies;Life insurance;Risk life insurance;What is the payout amount I receive after expiration?;risk life insurance, death insurance, life insurance, payout, no payout at expiration of insurance, end of insurance, expiration
238;Information;Insurance policies;Life insurance;i.risk life insurance (insurance for death);General information;irisk, Risk life insurance, payout, without payout at the end of the insurance, end of insurance, expiry, digital certificate, web, life insurance
239;Information;Insurance policies;Life insurance;Life insurance 50 plus;General information;life insurance 50 plus, life insurance, general information, Autumn of life
240;Information;Insurance policies;Life insurance;Life insurance 50 plus;What is the amount on the policy?;life insurance 50 plus, amount, policy, life insurance
241;Information;Insurance policies;Life insurance;Life insurance 50 plus;Why do we still receive invoices if the insured person has died?;life insurance 50 plus, payment, invoices, life insurance, death of the insured
242;Information;Insurance policies;Life insurance;Life insurance for borrowers;General information;life insurance for borrowers, life insurance, loan
243;Information;Insurance policies;Life insurance;Annuity insurance;General information;annuity insurance, conclusion, conditions, monthly annuity, insurance premium, lump sum, life insurance
244;Information;Insurance policies;Life Insurance;Scholarship Insurance;General Information;life insurance, scholarship, basic, annuity, general information, flex, investment life insurance flex for children
245;Information;Insurance policies;Home insurance;Revaluation;What does revaluation (revalorization) mean?;
246;Information;Insurance policies;Home insurance;Package insurance for house/apartment;What are the benefits of taking out insurance in a package?;package insurance, house, apartment, home, property, benefits
247;Information;Insurance policies;Home insurance;Individual home insurances;How can I cancel a policy?;policy validity, termination, home insurance, cancellation
248;Information;Insurance policies;Home insurance;Individual home insurance;Is the bill settled/paid?;payment, premium, reminder, settled, home insurance
249;Information;Insurance policies;Home insurance;Individual home insurances;How can I report damage after a policy?;damage report, accident report, home insurance
250;Information;Insurance policies;Home insurance;Individual home insurance;What can I additionally insure?;home assistance, home insurance, coverage, additional insurance, liabilities, new home
251;Information;Insurance policies;Home insurance;Individual home insurance;What does the insurance not cover?;home insurance, coverage, not included, not insured, policy
252;Information;Insurance policies;Home insurance;Home insurance DO 2021;What does the insurance cover?;home insurance, home insurance until 2021, package, insured, property insurance, coverage, policy
253;Information;Insurance policies;Home insurance;Home insurance UP TO 2021;What can I additionally insure?;home, additional insurance, additional coverage, earthquake, machinery breakdown, package, mechanical breakage, lightning
254;Information;Insurance policies;Home insurance;Home insurance DO 2021;What does the insurance not cover?;home insurance up to 2021, coverage, not included, not insured, home
255;Information;Insurance policies;Home insurance;Home insurance DO 2021;What are the coverage limitations?;home insurance up to 2021, limited coverage, sum insured, claim coverage, insurance contract
256;Information;Insurance policies;Home insurance;Home insurance DO 2021;When and how can I pay the first premium amount?;home insurance до 2021, payment method, payment, UPN, one-time premium
257;Information;Insurance policies;Home insurance;Home insurance until 2021;When does the insurance start and when does it expire?;home insurance until 2021, validity, duration, start, end of validity, contract
258;Information;Insurance policies;Home insurance;Home insurance DO 2021;Where is the insurance valid?;home insurance do 2021, area, zone, validity, Europe, Slovenia
259;Information;Insurance policies;Home insurance;Home insurance DO 2021;How can I withdraw from the contract?;home insurance until 2021, withdrawal from contract, termination, before expiration, notice period
260;Information;Insurance policies;Home insurance;Home insurance from 2021;What does the insurance cover?;home insurance from 2021, insured, contains, scope, coverage
261;Information;Insurance policies;Home insurance;Home insurance FROM 2021;What additional coverage can I get?;additional, home insurance from 2021, extra insured, additional coverage, package
262;Information;Insurance policies;Home insurance;Home insurance from 2021;What does the insurance not cover?;not insured, home insurance from 2021, coverage, limitation
263;Information;Insurance policies;Home insurance;Home insurance from 2021;What are the coverage limitations?;limited, home insurance from 2021, insurance amount, insurance contract, coverage, limitation
264;Information;Insurance policies;Home insurance;Home insurance FROM 2021;When and how can I pay the first premium amount?;payment method, home insurance from 2021, premium, first installment
265;Information;Insurance policies;Home insurance;Home insurance FROM 2021;When does the insurance start and when does it end?;end, home insurance from 2021, validity, duration
266;Information;Insurance policies;Home insurance;Home insurance FROM 2021;Where is the insurance valid?;area, home insurance from 2021, zone, country, validity
267;Information;Insurance policies;Home insurance;Home insurance FROM 2021;What are my obligations?;home insurance from 2021, obligations, duties, registration, terms
268;Information;Insurance policies;Home insurance;Home insurance from 2021;How can I cancel the contract?;home insurance from 2021, withdrawal from the contract, termination, termination conditions, withdrawal statement
269;Information;Insurance policies;Accident insurance;Individual accident insurance;General information;Individual accident insurance, general information, insurance benefits, coverage, abroad, validity
270;Information;Insurance policies;Accident insurance;Individual accident insurance;How is the amount of insurance indemnity determined?;insurance indemnity, payout, individual accident insurance
271;Information;Insurance policies;Accident insurance;Individual accident insurance;What is the difference between individual and collective insurance?;individual accident insurance, single insurance, collective insurance, difference
272;Information;Insurance policies;Accidental insurance;Individual accidental insurance;Does accidental insurance also apply abroad?;coverage, individual accidental insurance, abroad
273;Information;Insurance policies;Accident insurance;Individual accident insurance;How do I make an informative calculation?;Individual accident insurance, general, informative calculation, agent, branch, online conclusion
274;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;General information;Individual accident insurance for young people, accident insurance for young people, general, basic information, coverage, when to conclude
275;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;Can I enter into insurance at any time during the year?;conclusion, accident insurance for children and youth, promotion
276;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;What should I do if I want to change the amount of insurance sums or add new coverage?;coverage, sum, accident insurance for children and youth, change, policy
277;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;How to insure children or adolescents who are active athletes?;accident insurance for children and youth, athlete status, accident, coverage, active athletes, risky activity, injury
278;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;When does accident insurance for children and youth take effect?;accident insurance for children and youth, start, duration, validity
279;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;Does accident insurance also apply abroad and during holidays?;abroad, holidays, validity of insurance, accident insurance for children and youth
280;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;What is the coverage in the event of an accident for persons with athlete status?;accident insurance for children and youth, athlete status, coverage, accident, risky activities
281;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;How do I add sports risk coverage to an existing policy?;additional coverage, expansion, sports risk, existing policy, policy change
282;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;Until what age can students be insured?;students, age, accident insurance for young people, 26 years
283;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;What does it mean that accident insurance for children and youth is without expiration?;without expiration, permanent, automatic renewal, conclusion, accident insurance for children and youth
284;Information;Insurance policies;Accident insurance;Accident insurance for children and youth;Why is the premium higher after the age of 14?;Individual accident insurance for youth, accident insurance for youth, general, basic information, premium amount
285;Information;Insurance policies;Health;Additional accident death insurance;General information;accident, health, death, additional accident death insurance
286;Information;Insurance policies;Health;Insurance for rehabilitation after a traffic accident;General information;health, accident, spa, rehabilitation, traffic, additional insurance
287;Information;Insurance policies;Health;Rehabilitation insurance after a traffic accident;Which vehicles are covered?;health, accident, traffic accident, rehabilitation, coverage, vehicle, skateboard, scooter, vehicle, inline skates, wheelchair
288;Information;Insurance policies;Health;Compensation insurance;General information;health, compensation, compensation insurance, Triglav Health
289;Information;Insurance policies;Health;Health advice;What does the insurance cover?;health, advice, health issues
290;Information;Insurance policies;Health;Specialists;What additional insurance can I get?;specialists, specialists +, health, advice, coverage
291;Information;Insurance policies;Health;Health advice;What does the insurance not cover?;health, advice, not insured, coverage, excludes
292;Information;Insurance policies;Health;Health advice;What are the coverage limitations?;health, limited coverage, limitations, advice
293;Information;Insurance policies;Health;Health advice;When and how can I pay the first premium amount?;health, advice, payment, payment deadline, payment method
294;Information;Insurance policies;Health;Health advice;When does insurance start and when does it end?;health, end, start, validity, termination, advice, duration, automatic renewal
295;Information;Insurance policies;Health;Health advice;Where is the insurance valid?;area, scope of validity, countries, European Union
296;Information;Insurance policies;Health;Health advice;What are my obligations?;health, obligations, duties, advice, health point, 0802664
297;Information;Insurance policies;Health;Health advice;How can I cancel the contract?;health, contract termination, withdrawal from contract, advice
298;Information;Insurance policies;Health;Accident Specialists;What does the insurance cover?;health, specialists, accident, coverage
299;Information;Insurance policies;Health;Accident Specialists;What does the insurance not cover?;health, specialists, accident, coverage, extent, excludes
300;Information;Insurance policies;Health;Accident Specialists;What are the coverage limits?;health, specialists, accident, coverage, limited coverage, amount of insurance sum
301;Information;Insurance policies;Health;Accident Specialists;When and how can I pay the first premium amount?;health, specialists, accident, payment deadline, payment method
302;Information;Insurance policies;Health;Accident Specialists;When does the insurance start and when does it stop being valid?;health, specialists, accident, start being valid, stop being valid, duration, validity
303;Information;Insurance policies;Health;Accident Specialists;Where is the insurance valid?;health, specialists, accident, where applicable, countries, area, region
304;Information;Insurance policies;Health;Accident Specialists;What are my obligations?;health, specialists, accident, obligations, duties
305;Information;Insurance policies;Health;Accident Specialists;How can I cancel the contract?;health, specialists, accident, contract termination, cancel contract
306;Information;Insurance policies;Health;Surgery insurance;Which surgeries are covered?;health, surgeries, amount, coverage
307;Information;Insurance policies;Health;Supplementary health insurance;What does the insurance cover?;costs, coverage, supplementary, health insurance, additional
308;Information;Insurance policies;Health;Supplementary health insurance;Do recipients of social assistance have to pay the premium?;socially vulnerable, exempt, supplementary health insurance
309;Information;Insurance policies;Health;Teeth;What does the insurance cover?;teeth, coverage, health insurance, compensation, additional
310;Information;Insurance policies;Health;Teeth;What does the insurance not cover?;teeth, coverage, health insurance, limitations, exclusions
311;Information;Insurance policies;Health;Teeth;What are the coverage limitations?;teeth, coverage, health insurance, limited, compensation, sum insured, coverage amount
312;Information;Insurance policies;Health;Teeth;When and how do I pay?;teeth, health insurance, payment method, payment deadline, how to pay, when to pay
313;Information;Insurance policies;Health;Teeth;When does the insurance start and when does it end?;teeth, health insurance, validity, start, end, beginning, duration
314;Information;Insurance policies;Health;Teeth;Where is the insurance valid?;teeth, coverage, health insurance, validity, where is it valid, country, area, region
315;Information;Insurance policies;Health;Teeth;What are my obligations?;teeth, health insurance, obligation, duty
316;Information;Insurance policies;Health;Teeth;How can I withdraw from the contract?;teeth, health insurance, insurance termination, withdrawal from contract
317;Information;Insurance policies;Health;Teeth+;What does the insurance cover?;teeth +, coverage, health insurance, obligation, duty, above standard
318;Information;Insurance policies;Health;Teeth+;What is not covered by the insurance?;teeth +, health insurance, limitation, coverage
319;Information;Insurance policies;Health;Teeth+;What are the coverage limitations?;teeth +, health insurance, limitation, coverage, restriction, 14 years
320;Information;Insurance policies;Health;Teeth+;When and how do I pay?;teeth +, health insurance, payment, method of payment
321;Information;Insurance policies;Health;Teeth+;When does the insurance start and when does it expire?;teeth+, health insurance, effective, start, validity, duration, expiration, termination
322;Information;Insurance policies;Health;Teeth+;Where is the insurance valid?;teeth +, health insurance, country, area, validity, territory
323;Information;Insurance policies;Health;Teeth+;What are my obligations?;teeth +, health insurance, obligation, duty
324;Information;Insurance policies;Health;Teeth+;How can I withdraw from the contract?;teeth +, health insurance, termination, withdrawal, contract
325;Information;Insurance policies;Health;Teeth;How can I conclude Teeth, Teeth+ insurance?;teeth, conclusion, health insurance, teeth +
326;Information;Insurance policies;Health;Specialists;What does insurance cover?;specialists, coverage, health insurance
327;Information;Insurance policies;Health;Specialists;What is not covered by insurance?;specialists, coverage, health insurance, limitation
328;Information;Insurance policies;Health;Specialists;What are the coverage limitations?;specialists, limited coverage, health insurance, costs
329;Information;Insurance policies;Health;Specialists;When and how do I pay?;specialists, health insurance, payment
330;Information;Insurance policies;Health;Specialists;When does the insurance start and when does it cease to apply?;specialists, coverage, health insurance, start, termination, validity
331;Information;Insurance policies;Health;Specialists;Where is the insurance valid?;specialists, coverage, health insurance, area, region, country, where valid
332;Information;Insurance policies;Health;Specialists;What are my obligations?;specialists, obligations, health insurance, duties
333;Information;Insurance policies;Health;Specialists;How can I cancel the contract?;specialists, health insurance, contract cancellation, insurance termination, termination
334;Information;Insurance policies;Health;Specialists+;What does the insurance cover?;specialists+, coverage, health insurance, cover
335;Information;Insurance policies;Health;Specialists+;What does the insurance not cover?;specialists+, coverage, health insurance, cover
336;Information;Insurance policies;Health;Specialists+;What are the coverage limitations?;specialists+, limited coverage, health insurance, covers, coverage amount, insurance sum
337;Information;Insurance policies;Health;Specialists+;When and how do I pay?;specialists+, health insurance, payment method, payment deadline, maturity
338;Information;Insurance policies;Health;Specialists+;When does the insurance start and when does it stop being valid?;specialists+, health insurance, validity, starts being valid, expiration, termination
339;Information;Insurance policies;Health;Specialists+;Where is the insurance valid?;specialists+, health insurance, validity, country, area, region
340;Information;Insurance policies;Health;Specialists+;What are my obligations?;specialists+, health insurance, obligations, duties
341;Information;Insurance policies;Health;Specialists+;How can I cancel the contract?;specialists+, health insurance, contract cancellation, insurance termination
342;Information;Insurance policies;Health;Operations;What does the insurance cover?;operations, health insurance, coverage, payout
343;Information;Insurance policies;Health;Operations;What does the insurance not cover?;operations, health insurance, cover, scope
344;Information;Insurance policies;Health;Operations;What are the coverage limitations?;operations, health insurance, limited, insurance sum, payout amount, payout
345;Information;Insurance policies;Health;Operations;When and how do I pay?;operations, health insurance, payment deadline, payment method
346;Information;Insurance policies;Health;Operations;When does insurance start and when does it end?;operations, health insurance, validity, start duration, termination
347;Information;Insurance policies;Health;Surgery;Where is the insurance valid?;surgery, health insurance, country, area, validity
348;Information;Insurance policies;Health;Operations;What are my obligations?;operations, health insurance, obligations, duties
349;Information;Insurance policies;Health;Operations;How can I withdraw from the contract?;operations, health insurance, contract termination, withdrawal from contract, withdrawal
350;Information;Insurance policies;Health;Sports activities insurance;General information;health, sport, coverage, validity, conditions, duration, general information
351;Information;Insurance policies;Health;Accident insurance for athletes;How can I conclude insurance?;health, sport, conclusion, conditions
352;Information;Insurance policies;Overview of concluded insurances;;What does the insurance cover?;overview of policies, concluded insurances
353;Information;Insurance policies;Coverage amount/scope;;What is the coverage scope? What would be the amount of payout?;coverage amount, coverage scope
354;Information;Insurance policies;Claiming coverage;;How can I withdraw money from the policy?;claiming coverage, withdrawal of funds, payout
355;Information;Insurance policies;Amount of compensation;;Am I entitled to compensation?;amount of compensation, daily allowance, accident insurance
356;Information;Insurance policies;Policy status;;What is the status of the policy?;policy status, value, amount
357;Information;Insurance policies;Renewal of insurance;;How can I renew my insurance?;renewal, debt, payment, life insurance
358;Information;Insurance policies;Termination of insurance;;How do I terminate insurance?;termination of insurance, payout, dormancy, deadline, termination request
359;Information;Insurance policies;Termination of insurance;;When do the guarantees under the policy expire?;guarantee, termination, cessation, premium payment
360;Information;Insurance policies;Withdrawal, cancellation of insurance;;What happens if I withdraw from the contract?;withdrawal, insurance contract, withdrawal application
361;Information;Insurance policies;Termination, cancellation of insurance;;How do I cancel supplementary health insurance?;cancellation, health insurance, notice period
362;Information;Insurance policies;Withdrawal, cancellation of insurance;;When is it possible to cancel insurance?;cancellation, notice period, quarterly
363;Information;Insurance policies;Insurance dormancy;;How do I arrange insurance dormancy?;dormancy, request, payment
364;Information;Insurance policies;Advance insurance;;How do I request payout of advance or surrender value?;advance, payout, forms, evidence
365;Information;Insurance policies;Insurance advance;;When is the advance calculated?;advance, payment, calculation
366;Information;Insurance policies;Insurance advance;;What does the settlement day mean?;settlement, settlement day, advance, redemption
367;Information;Insurance policies;Automatic renewal of insurance;;Why did I receive a bill if I didn't extend my insurance?;automatic renewal, home insurance, pet insurance, dog insurance, travel insurance, permanent insurance
368;Information;Insurance policies;Insurance without expiration;;What does insurance without expiration mean?;insurance without expiration, automatic renewal, permanent, conclusion
369;Information;Insurance policies;Changes to the policy;;Who can be the premium payer?;beneficiary, payer, insurance sum
370;Information;Insurance policies;Changes to the policy;;How can I change the beneficiary on the policy?;beneficiary, payer, insured, insurer, change of beneficiary
371;Information;Insurance policies;Changes to the policy;;How can I expand the coverage?;coverage expansion, policy, additional coverage
372;Information;Insurance policies;Changes on the policy;;How can I change the insurer on the policy?;change, insurer, form, insurance policy
373;Information;Insurance policies;Bonus;;What is the value of the bonus?;amount, claim, transfer, certificate, bonus, bonus certificate, car insurance
374;Information;Insurance policies;Bonus;;Where can I obtain a bonus certificate?;amount, claiming, transfer, certificate, bonus, bonus certificate, car insurance
375;Information;Insurance policies;Deductible franchise;;What is a deductible franchise?;deductible franchise, amount of franchise, participation
376;Information;Insurance policies;Deductible franchise;;What is the deductible franchise for the new purchase value?;deductible franchise, franchise amount, new purchase value
377;Information;Insurance policies;Deductible franchise;;What is the co-participation in case of damage?;deductible franchise, amount of franchise, participation in damage
378;Information;Insurance policies;Providing documentation to the client;;How do I receive insurance documentation?;insurance documentation, certificate, provision
379;Information;Insurance policies;Providing documentation to the client;;How do I receive a duplicate policy?;duplicate policy, insurance, documentation, certificate, provision
380;Information;Insurance policies;Providing documentation to the customer;;How do I obtain proof of premium class?;premium class, insurance documentation, certificate, proof
381;Information;Insurance policies;Providing documentation to the client;;How do I obtain a bonus certificate?;bonus, insurance documentation, certificate
382;Information;Insurance policies;Maturity - premium payment;;What is the process for premium payment?;information, forms, amount, transfer of funds, payment, procedure
383;Information;Insurance policies;Maturity - premium payment;;What is the procedure for the payment of the insurance sum in case of the insured person's death?;payout, life insurance, death, insurance amount
384;Information;Insurance policies;Maturity - premium payout;;What is the difference between the surrender value and the investment account value?;surrender, payout, surrender value, investment account, asset value
385;Information;Insurance policies;Maturity - premium payment;;How is the surrender calculated?;surrender, amount, payment, receiving documentation, calculation, settlement day
386;Information;Insurance policies;Maturity - policy expiration, realization;;What is the procedure at the end of the policy or policy realization?;forms, new policy, realization, automatic renewal, realization notification, political exposure, tax residency
387;Information;Insurance policies;Maturity - expiration of policy, maturity;;Is it allowed to drive the vehicle when the insurance expires?;expiration of insurance, AO, car insurance
388;Information;Insurance policies;Expiration - policy expiry, maturity;;What to do upon interruption of student status and expiration of health insurance?;insurance expiration, status expiration, students, health insurance
389;Information;Damages;Damage report - form;;How do I report damage?;damage report, form, accident
390;Information;Damages;Damage report form;;Where can I find the form to report damage?;additional documents, pictures, certificates, evidence, statements
391;Information;Damages;Procedure for handling damages;;In which cases should I notify the police?;damage assessment, assessment procedure, comprehensive insurance, police notification, valuator, evidence
392;Information;Damages;Procedure for handling damages;;How to handle a damage event?;damage event, damage report, evidence, valuation, handle
393;Information;Damages;Damage assessment;;What is the procedure for damage assessment?;assessment, appointment, location, remote damage assessment, Skplus service, SK+, repair, valuator, evidence
394;Information;Damages;Damage status and payment;;What is the process of damage resolution?;Skplus service, SK+, repair, damage resolution
395;Information;Damages;Damage status and payment;;When will the damage be paid?;status of valuation, payment date, payment, valuation, damage
396;Information;Damages;Damage status and payout;;What is the status of my damage?;status of valuation, payout date, payout, valuation, damage
397;Information;Damages;Time for reporting damage / accident;;When is the deadline for reporting damage?;damage report, damage event, deadline for reporting damage
398;Information;Damages;Time for reporting damages / accidents;;What to do in case of a missed deadline for reporting damage?;deadline for reporting damage, 3-day deadline, damage event
399;Information;Damages;International damages;;What is the status of my international claim?;international claim
400;Information;Damages;Online damage report;;How to report damage via the internet?;online damage report, type of damage, itriglav, damage report, form
401;Information;General Information;Opening hours, contacts;;Where can I find the representative's contact?;representative, contact, order representative
402;Information;General information;Opening hours, contacts;;Where can I check the working hours of a branch?;branch, working hours, opening hours
403;Information;General information;Donations, sponsorships;;What are the sponsorship or donation options?;association, sponsorship, donation
404;Information;General Information;Benefits;;What are the benefits for young drivers?;benefits, young drivers, promotion
405;Information;General information;Employment, CVs;;What are the employment opportunities at ZT?;employment, personnel service, CV, resume
406;Information;General information;B2B offer;;Where can I submit a B2B service offer?;mailing, gifts, seminars, greetings
407;Information;General information;Information regarding the visit of an agent/representative;;Has your representative contacted me?;agent visit, representative, advisor visit, triglav advice, tris
408;Information;General Information;Information regarding the visit of an agent/representative;;How can I cancel an agreed appointment with an advisor/representative?;agent visit, representative, advisor visit, triglav consulting
409;Information;General information;Ordering a representative;;Where can I find contact for concluding insurance?;order a representative, website, online conclusion
410;Information;GDPR;Revocation and consent;;How do I cancel the confirmation for direct marketing?;GDPR, revocation, marketing
411;Information;GDPR;Revocation and consent;;What to do in case of receiving foreign documentation?;incorrect data, policy correction, foreign documentation, wrong person, recipient
412;Information;GDPR;Revocation and consent;;How do I revoke the allowed collection of personal data?;GDPR, data protection, violations, personal data, sensitive data, revoking data collection
413;Information;GDPR;Revocation and consent;;How do I submit a request for the deletion of collected data?;GDPR, data protection, violations, personal data, sensitive data, data deletion
414;Information;GDPR;Revocation and consent;;How do I submit a request for deletion of collected personal data?;GDPR, data protection, violations, personal data, sensitive data, data export
415;Information;GDPR;Revocation and consent;;How do I arrange the transfer of personal data to another insurance company?;GDPR, data protection, violations, personal data, sensitive data, data transfer
416;Information;Help desk - internal public;Content support;;Content support for employees;circular, drive code, help desk
417;Information;Help desk - internal public;Technical support;;Technical support for employees;circular, drive code, help desk
418;Information;Help desk - internal public;Other;;Employee support;interested, damage status, request, help desk, password, e-court
419;Information;Banks;Content support;;What is the coverage scope?;bank, coverage, investment, card
420;Information;Banks;Technical support;;What can I do if the application reports an error?;application error, technical support, technical issue
421;Information;Marketing campaigns;Motorcyclists;;What is the amount of discount for not returning the premium?;discount, bonus, motorcyclists, early termination of insurance, agreement on non-refund of unused part of premium
422;Information;Marketing campaigns;Scarf for first-graders;;How do I get a scarf for a first-grader?;scarf for first-graders, Kuža pazi, scarf
423;Information;Marketing campaigns;Planica;;How can I follow the ski jumps in Planica remotely?;remote viewing, Planica
424;Information;Marketing campaigns;Planica;;When will the Planica winners be announced?;prize game, Planica, winners
425;Information;Marketing campaigns;Planica;;How do I secure a ticket for remote viewing of Planica?;ticket, transferability of ticket, winners, remote viewing code
426;Information;Praise;Praise - general, content-related;;Submitting praise;praise, submission
427;Information;Complaint;Complaint - general, substantive;;Complaint about the execution of the service;complaint, appeal process, service
428;Information;Complaint;Complaint - general, substantive;;Complaint about an employee's attitude;complaint, complaint procedure, valuator's attitude, employee's attitude
429;Information;Complaint;Complaint - general, substantive;;Complaint about valuation;complaint, appeal procedure, valuation, damage
430;Information;Complaint;Complaint - general, content-related;;Complaint about the notice period;complaint, complaint procedure, notice period, insurance conditions
431;Information;Website;Informative calculation;;How do I make an informative calculation online?;informative calculation, online conclusion, representative, conclusion
432;Information;Website;Conclusion of insurance;;What does the activation threshold mean?;activation threshold, insurance conditions
433;Information;Website;Conclusion of insurance;;What is the meaning of the annual aggregate?;annual aggregate, website, documentation
434;Information;Website;Conclusion of insurance;;How do I calculate the amount of co-participation?;co-participation, deductible franchise, conditions, contract
435;Information;Website;Information;;Where can I access forms and documents?;general, forms, conditions, contacts, website, documents
436;Information;Website;Information;;What are the options for online insurance?;web, conclusion, remote, online
437;Information;Website;Problems with functionality;;The contracting page doesn't work, what can I do?;website not working, informative calculation not working, interactive forms
438;Information;Website;Operating issues;;What can I do in case of an error when concluding online?;input error, online insurance conclusion
439;Information;Website;Operation issues;;What can I do if the interactive forms are not working?;interactive forms, online insurance conclusion
440;Information;Website;Operating problems;;Why do I get a warning about entering incorrect data?;warning, entry of incorrect data, online insurance conclusion
441;Information;Website;Video identification;;How do I troubleshoot video identification issues?;video identification, identification problems, browser, webcam
442;Information;Remote conclusion;e-pen errors/wrong data on the policy;;How can I correct errors on the policy?;errors on the policy, online conclusion, e-pen, data change
443;Information;Remote conclusion;Documentation;;How can I send you the signed documents?;document submission, e-pen, signature
444;Information;Remote conclusion;Documentation;;How do I open received documentation?;documentation, password, locked documentation, code, signature
